,Title,Link,Company,Size company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
403,Chuyên Viên An Toàn Thông Tin,https://www.topcv.vn/viec-lam/chuyen-vien-an-toan-thong-tin/1336468.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN TẬP ĐOÀN THÀNH CÔNG,5000+ nhân viên,Thoả thuận,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"- Tốt nghiệp Đại học trở lên, chuyên ngành CNTT, An toàn thông tin, Điện tử viễn thông. - Ưu tiên có một hoặc nhiều các hệ thống chứng chỉ sau: CEH, Security+, CHFI, OSCP, các chứng chỉ liên quan đến hệ thống SOC, SIEM. - Hiểu biết tốt về các tiêu chuẩn bảo mật thông dụng như tiêu chuẩn ISO27001 (Hệ thống quản lý an toàn thông tin-ISMS), PCIDSS, nghị định 85/2016/NĐ-CP hoặc các tiêu chuẩn nâng cao NIST, ITIL. - Có kiến thức về: Quy trình/quy định/tuân thủ/quản lý rủi ro lĩnh vực CNTT, quy trình xây dựng và triển khai các hệ thống CNTT. - Ưu tiên các ứng viên tham gia triển khai các dự án về ISO27001, ISO9001, ISO27017, ISO27701, PCIDSS, ISO20000... - Có kinh nghiệm vận hành, và giám sát các hệ thống ATTT: Endpoint Security, FW, IDS/IPS, Anti DDoS, WAF, SIEM, DLP... - Có kinh nghiệm về rà soát, phát hiện điểm yếu ATTT và cách khắc phục - Có kiến thức về các giải pháp ATTT (xử lý sự cố, Forensic, Pentest, ...) - Có kiến thức cơ bản về kiến trúc ATTT, lĩnh vực kiểm toán ATTT. - Khả năng đọc hiểu tài liệu chuyên ngành Tiếng Anh."
404,Nhân Viên Thiết Kế Web,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-web/1152803.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH TRUYỀN THÔNG MEDIA POWER,100-499 nhân viên,12 - 17 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"- Am hiểu về cách phân bổ màu sắc, bố cục web, ...- Có khả năng sáng tạo, khả năng lập kế hoạch thiết kế, khả năng biểu đạt ngôn ngữ - Sử dụng các phần mềm thiết kế như Photoshop- Có khả năng sáng tạo, có nền tảng kiến thức về thiết kế, mỹ thuật.- Nghiêm túc trong công việc, có tinh thần trách nhiệm cao, hòa đồng với tập thể, có thể làm việc theo nhóm hoặc độc lập."
405,"FrontEnd Developer (JS, ReactJS)",https://www.topcv.vn/viec-lam/frontend-developer-js-reactjs/1324098.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN EDUVATOR,100-499 nhân viên,Thoả thuận,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Bachelor's degree in Computer Science, Software Engineering, or a related field.Proven experience (3+ years) as a React Front-end Developer, working on complex web applications.Strong proficiency in JavaScript, ES6+, HTML5, and CSS3.Extensive experience with React.js and its ecosystem (React Router, Redux/MobX, etc.).Experience with server-side rendering using Next JS and building APIs using Nest JS.Familiarity with UI/UX principles and ability to work closely with designers to implement pixel-perfect designs.Experience with responsive and mobile-first development techniques.Solid understanding of front-end build tools (Webpack, Babel, etc.) and package managers (npm, Yarn).Knowledge of modern front-end development workflows (GIT, CI/CD, code linting, testing, etc.).Understanding of RESTful APIs and integration with back-end services.Strong problem-solving and debugging skills, with the ability to identify and resolve front-end issues effectively.Excellent communication and collaboration skills, with the ability to work in a cross-functional team environment.Proven experience or willingness to cover the Business Analyst (BA) and Tester functions.Familiarity with AWS services and deployment processes.Self-motivated, proactive, and able to work independently as well as in a team setting."
406,Chuyên Viên Phần Mềm Tích Hợp,https://www.topcv.vn/viec-lam/chuyen-vien-phan-mem-tich-hop/1256395.html?ta_source=ITJobs_LinkDetail,AMIGO,100-499 nhân viên,Thoả thuận,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Nam,"Kỹ năngƯu tiên tốt nghiệp ĐH chuyên ngành CNTT hoặc Điện tử Viễn thôngTối thiểu 1 năm kinh nghiệm phát triển các dự án bằng Java hoặc các framework java như: Spring Framework, Sptring Boot.Có kinh nghiệm với RESTful APIs, Soap Service, tư duy theo hướng Microservices.Hiểu biết về Redis Cache, Kafka Message Queue.Hiểu biết về các công cụ CI/CD, công cụ test như SoapUI, Postman, Jmetter.Hiểu biết về các nền tảng container Docker/Kubernetes (K8S) hoặc OpenShiftƯu tiên ứng viên có kinh nghiệm với các nền tảng của IBM như IBM App Connect, IBM API Connect, IBM MQ...Yêu cầu khácSức khỏe, tính tuân thủ kỷ luật;Có khả năng học hỏi và làm việc trong môi trường chịu áp lực cao"
407,Senior Data Engineer,https://www.topcv.vn/viec-lam/senior-data-engineer/1334622.html?ta_source=ITJobs_LinkDetail,Innovature,25-99 nhân viên,40 - 45 triệu,Hồ Chí Minh,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"WHAT WE ARE LOOKING FOR:Qualifications:Bachelor’s degree in Computer Science, Business Analytics, Data Analytics, Business Intelligence, or a related field required.Advanced SQL knowledge and experience (stored procedures, function, trigger...) and understanding of data warehousing and data modeling.Experienced with business intelligence tools such as Microsoft BI stack (e.g., SSIS, SSRS, and SSAS, Azure Data Warehouse), TableauIntermediate C# or other programming languagesAdvanced knowledge of data systems and the ability to transform and shape large usable data sets.Work Behavior:Ability to lead, plan and manage in an entrepreneurial, team-oriented environmentHighly organized with strong project management skills, and drive to meet organizational objectives; ability to manage multiple projects on interrelated timelines.Strong written and verbal communication skillsDemonstrate experience in getting things done in dynamic, entrepreneurial environmentDemonstrate a high attention-to-detail in the analysis and reporting of data"
408,Nhân Viên Marketing,https://www.topcv.vn/viec-lam/nhan-vien-marketing/1092992.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN CÔNG NGHỆ 1BITLAB,25-99 nhân viên,12 - 15 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"1. Thái độ / Tính cáchTích cực, chủ động trong công việcTự tin tương tác với mọi ngườiTư duy logic, có tính sáng tạo thẩm mỹKhả năng tự học tốt, đặc biệt yêu thích ngành công nghệ thông tin2. Kỹ năngKhả năng ngôn ngữ và hình ảnh tốt;Khả năng viết lách đa dạng;Biết chỉnh sửa hình ảnh và video ngắn bằng phần mềm cơ bản như Adobe Photoshop, Capcut,...;Có kỹ năng quản lý thời gian và tổ chức công việc tốt;Kỹ năng làm việc nhóm. 3. Kiến thức chuyên mônCó kiến thức tốt về digital MarketingBiết chạy ads trên nền tảng Facebook, Google,...Tiếng Anh tốt 4 đặc biệt là kỹ năng viết Biết sd các phần video chỉnh sửa ảnh cơ bản để phục vụ cho công việc"
409,IT Helpdesk,https://www.topcv.vn/viec-lam/it-helpdesk/1334932.html?ta_source=ITJobs_LinkDetail,JPROTECH TECHNOLOGY,25-99 nhân viên,6 - 9 triệu,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Nam,"- Tốt nghiệp CĐ/ĐH hoặc các trường kỹ thuật chuyên ngành: CNTT, Điện Tử Viễn Thông, Tin học- Khả năng xử lý các lỗi hệ điều hành, và phần mềm máy tính thông dụng- Có kinh nghiệm liên quan quản trị website và các phần mềm quản trị nội bộ như: Fastwork, Wework, 1office, ...- Kỹ năng giao tiếp, truyền đạt thông tin tốt.- Tự tin, tích cực và chủ động trong công việc.- Tính chính xác, cẩn thận- Sáng tạo và độc lập trong công tác chuyên môn - Tiếng Anh cơ bản, đọc hiểu tài liệu"
410,IT Quality Assurance,https://www.topcv.vn/viec-lam/it-quality-assurance/1176221.html?ta_source=ITJobs_LinkDetail,Công TY TNHH FLINTERS Việt Nam,100-499 nhân viên,"Tới 1,000 USD",Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Having basic knowledge about testing (test levels, test types, test techniques...)Experienced in manual software testing (at least 2 years experience).Working knowledge of tools, methods, and concepts of quality assurance.Ability to understand English documents specialized in IT field, and basic communication skills.Having data collection and analysis skills.Having requirements analysis skills.Having attention to detail.Having problem solving skills.Having knowledge of Scrum/Agile and using Scrum/Agile to apply in projectGeneral IT knowledge and knowing at least one programming language is a PLUS."
411,Lập Trình Viên Fullstack,https://www.topcv.vn/viec-lam/lap-trinh-vien-fullstack/1182970.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN CÔNG NGHỆ SICIX,100-499 nhân viên,Trên 20 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Nam,"Trình độ: Tốt nghiệp Cao Đẳng, Đại học (chuyển ngành CNTT, Phần mềm, Khoa học máy tính hoặc các chuyên ngành liên quan)Writing clean và maintainable codeCó kiến thức, kinh nghiệm làm việc với Rest API, JSON Sử dụng thành thạo GITĐối với BE Spring Framework: Khoảng 1 năm kinh nghiệm chuyên môn làm việc với Spring framework và Java Hiểu biết tốt về Hibernate, Spring Bean, Spring Data, Spring Data JPA và Spring API (không yêu cầu Spring MVC) Hiểu rõ về Spring config và dependency injection Có kiến thức tốt về SQL và có kiến thức tốt về ít nhất 1 loại hệ cơ sở dữ liệu quan hệ Khả năng hiểu rõ yêu cầu kinh doanh từ BA và có khả năng cộng tác, làm việc với BA để đưa ra giải pháp kỹ thuật cho yêu cầu nghiệp vụCó thể làm việc với các nhóm khác/các bên liên quan để tích hợp BE services, đề xuất giải pháp theo kiến trúc microservice Đối với FE React: Khoảng 1 năm kinh nghiệm chuyên môn làm việc với React.js và JavaScript Có kiến thức tốt về: html ,CSS , SCSS, JavaScript Hiểu biết tốt về Single Page ApplicationHiểu biết tốt về các nguyên tắc cốt lõi của React component, React CoreKiến thức tốt về npm, yarn Ưu tiên ứng viên có kinh nghiệm, điểm mạnh Kinh nghiệm làm việc trong dự án, team agileCó kiến thức về Docker và Kubernetes Kiến thức về GitLab vad GitLab CI/CDCó kinh nghiệm, kỹ năng làm việc trong vai trò trưởng nhóm kỹ thuật (Dev lead) Đối với Be Spring framework: Có kinh nghiệm làm việc với kiến trúc BE microservice Có kinh nghiệm làm việc với kiến trúc theo sự kiện, đặc biệt là với Kafka Các module Spring khác (Spring AOP, Spring Security......) Có kiến thức kinh doanh tốt trong hoạt động kinh doanh và phần mềm quan hệ khách hàng Kiến thức tốt về Cơ sở dữ liệu PostgreSQL  Đối với khung Fe Spring: Có kinh nghiệm làm việc với FE microservice architecture và Webpack Có kinh nghiệm làm việc với thư viện PrimeReact Kiến thức tốt về UI/UX"
412,Nhân Viên IT Helpdesk,https://www.topcv.vn/viec-lam/nhan-vien-it-helpdesk/1335730.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH ECOBA CÔNG NGHỆ MÔI TRƯỜNG,100-499 nhân viên,10 - 16 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"+ Tốt nghiệp đại học, cao đẳng chuyên ngành CNTT + Kinh nghiệm: Ưu tiên có kinh nghiệm liên quan, Hiểu về Office 365 + Các yêu cầu khác: Trung thực, năng động, nhiệt tình, cẩn thận,. Tư duy tốt, có khả năng tự học và tiếp cận các công nghệ mới. Chịu được áp lực công việc. Có khả năng làm việc nhóm. + Có các chứng chỉ về CNTT là một điểm cộng"
413,UI/UX Designer,https://www.topcv.vn/viec-lam/ui-ux-designer/1028095.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH WAKESIZE,10-24 nhân viên,Thoả thuận,Hà Nội,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"6+ years of experience in UI/UX design.6+ years of experience in creating and implementing scalable user UI.Bachelor's degree in Computer Science, HCI, Design, or equivalent amount of practical experience.Experience in designing and implementing user interfaces (UIs).Experience working with designers and developers.Relevant work experience in B2B system or E2E application design.Proficiency in Adobe Creative Suite (Photoshop, Illustrator, XD)Good understanding of basic web application structures and frontend developmentProficiency in utilizing UX libraries (Vuetify, Bootstrap, etc. )Fluency in English"
414,Fullstack Developer,https://www.topcv.vn/viec-lam/fullstack-developer/1335606.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH WAKESIZE,10-24 nhân viên,Thoả thuận,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"✓ At least 3 years technical experience and knowledge in Java, VueJS✓ Design, build, and maintain efficient, reusable, and reliable Java, VueJS✓ Experience with server-side rendered web development. ✓ Proficient in Java, VueJS ✓ Strong Computer Science fundamentals. ✓ Knowledge of web standards: e.g. CSS and HTML. ✓ Experience developing web applications in reactive or functional idioms nice to have: e.g. Java. VueJS ✓ Understanding of Security and able to implement Security code ✓ Good at communication and problem-solving skills"
415,Senior Business Analyst,https://www.topcv.vn/viec-lam/senior-business-analyst/1335577.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH WAKESIZE,10-24 nhân viên,Thoả thuận,Hà Nội,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"● 4+ years of experience in business analysis ● The ability to influence stakeholders and work closely with them to determine acceptable solutions. ● Excellent documentation and presentation skills. ● Excellent communication and interpersonal skills ● Knowledge of testing approaches and techniques ● Fundamental analytical and conceptual thinking skills. ● Have a proactive, can-do attitude ● Self-motivated and self-directed. ● Experienced with SCRUM, JIRA"
416,Nhân Viên Hồ Sơ Thầu,https://www.topcv.vn/viec-lam/nhan-vien-ho-so-thau/1336187.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ICORP,25-99 nhân viên,8 - 12 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Nữ,"- Tốt nghiệp Đại học- Ưu tiên có kinh nghiệm 01 năm trở lên ở vị trí làm hồ sơ thầu phần mềm, phần cứng lĩnh vực Công nghệ thông tin- Có kiến thức, nghiệp vụ kinh doanh, am hiểu thị trường CNTT, phần mềm, hiểu biết quy trình đầu tư của khách hàng là một lợi thế- Có chứng chỉ đào tạo về đấu thầu là một lợi thế.- Có khả năng giao tiếp, thuyết trình với khách hàng; chủ động trong công việc;- Có kỹ năng làm việc độc lập cũng như làm việc nhóm, phân tích, tổng hợp và làm báo cáo;- Thành thạo tin học văn phòng word, excel"
417,Unity Developer (Game Developer),https://www.topcv.vn/viec-lam/unity-developer-game-developer/683948.html?ta_source=ITJobs_LinkDetail,Công ty cổ phần HIGAME,25-99 nhân viên,13 - 40 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Yêu thích làm gameThành thạo UnityCó thể làm việc fulltime từ thứ 2 - thứ 6Có kinh nghiệm 1 năm trở lên ở vị trí tương tự, hiểu biết về Design Pattern, Unity EngineKhả năng tư duy, sáng tạo tốtCó nền tảng tư duy thuật toán, cấu trúc giải thuật, tư duy logic tốt.Có trách nhiệm cao trong công việc, thái độ cầu tiến và ham học hỏi công nghệ mớiCó khả năng đọc hiểu tài liệu bằng Tiếng Anh là một lợi thế"
418,Nhân Viên Kinh Doanh (B2B),https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-b2b/1335963.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,25-99 nhân viên,15 - 30 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp Đại họcKinh nghiệm tối thiểu 1 năm kinh doanh giải pháp phần mềm.Ưu tiên ứng viên có kinh nghiệm trong ngành dịch vụ lưu trú, khách sạnCó kỹ năng giao tiếp và ứng biến tốt.Nhiệt tình, chịu khó, tham vọng và có mục tiêu công việc rõ ràng."
419,Senior ReactJS Developer,https://www.topcv.vn/viec-lam/senior-reactjs-developer/1335405.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH HUMAN CAPITAL PARTNERS,25-99 nhân viên,Thoả thuận,Hà Nội,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"Có Ít nhất 4 năm kinh nghiệm làm việc với dự án thực tế ở vị trí tương đương (Level Middle-Senior)Có kinh nghiệm làm việc với Javascript (ES6,7), HTML, CSS hoặc SCSS, SASS;Có kinh nghiệm lập trình trên nền tảng ReactJS và nắm chắc ReactJS, Redux, State Management. Kiến thức về React hooks.Kinh nghiệm với REST API; Clean code;Có kinh nghiệm làm việc với ant design, Material UI, react-bootstrap, styled-component, ...Sử dụng thành thạo công cụ quản lý mã nguồn GIT / JIRACó kinh nghiệm làm việc với quy trình phát triển phần mềm Agile-Scrum là lợi thế;Tinh thần cầu tiến, cởi mở và thích học hỏi. Tư duy sáng tạo và giải quyết vấn . Có tinh thần start up và tư duy sản phẩm."
420,Nhân Viên Tester,https://www.topcv.vn/viec-lam/nhan-vien-tester/1334970.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Z Holding,3000+ nhân viên,12 - 15 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Ưu tiên tốt nghiệp Cao đẳng, Đại học chuyên ngành: Công nghệ thông tin, Điện tử viễn thông, Hệ thống thông tinCó kinh nghiệm 2 năm trở lên tham gia dự án thực tếCó kỹ năng test web, app và đặc biệt báo cáoAm hiểu cơ sở dữ liệu và đặc biệt biết SQLKỹ năng giao tiếpKỹ năng giải quyết vấn đềTư duy nhạy bén, có tính logic và hệ thốngCó khả năng thích nghi"
